nro,codigo,codigo_interno,nombre,mercado,tipo_cliente,latitud,longitud,supervisor,reponedor_asignado,tiempo_visita_estimado_min,lunes,martes,miercoles,jueves,viernes,sabado,frecuencia_semanal,frecuencia_mensual
406,GV396,118155,GV396,GARCILAZO,MAYORISTA,-16.4963707,-68.1446929,SUPERVISOR 3,REPONEDOR 22,15,1,0,1,0,1,0,3,12
407,GV397,116815,GV397,GARCILAZO,MAYORISTA,-16.4930213,-68.144641,SUPERVISOR 3,REPONEDOR 22,20,1,1,1,1,1,1,6,24
408,GV398,29406,GV398,GARCILAZO,MAYORISTA,-16.4974034,-68.144477,SUPERVISOR 3,REPONEDOR 22,20,1,1,1,1,1,0,5,20
409,GV399,55300,GV399,GARCILAZO,DETALLISTA,-16.4955765,-68.1431086,SUPERVISOR 3,REPONEDOR 22,10,0,1,0,0,0,0,1,4
410,GV400,19347,GV400,GARCILAZO,DETALLISTA,-16.4964746,-68.1429872,SUPERVISOR 3,REPONEDOR 22,10,0,1,0,0,0,0,1,4
411,GV401,51080,GV401,GARCILAZO,DETALLISTA,-16.4957123,-68.1430843,SUPERVISOR 3,REPONEDOR 22,10,0,1,0,0,0,0,1,4
412,GV402,103898,GV402,GARCILAZO,DETALLISTA,-16.4964746,-68.1429872,SUPERVISOR 3,REPONEDOR 22,10,0,1,0,0,0,0,1,4
413,GV403,55755,GV403,GARCILAZO,DETALLISTA,-16.4957123,-68.1430843,SUPERVISOR 3,REPONEDOR 22,10,0,1,0,0,0,0,1,4
414,GV404,104007,GV404,GARCILAZO,MAYORISTA,-16.4930536,-68.1424449,SUPERVISOR 3,REPONEDOR 20,20,1,1,1,1,1,1,6,24
415,GV405,185827,GV405,GARCILAZO,MAYORISTA,-16.4935132,-68.1421804,SUPERVISOR 3,REPONEDOR 20,30,1,1,1,1,1,1,6,24
418,GV406,105832,GV406,GARCILAZO,MAYORISTA,-16.4957137,-68.1442978,SUPERVISOR 3,REPONEDOR 20,30,1,1,1,1,1,1,6,24
419,GV407,94980,GV407,GARCILAZO,MINORISTA,-16.4962074,-68.1450083,SUPERVISOR 3,REPONEDOR 20,30,1,1,1,1,1,1,6,24
420,GV408,113222,GV408,GARCILAZO,MINORISTA,-16.4962787,-68.1443539,SUPERVISOR 3,REPONEDOR 20,20,1,1,1,1,1,1,6,24
421,GV409,92227,GV409,GARCILAZO,MINORISTA,-16.4955873,-68.1453942,SUPERVISOR 3,REPONEDOR 20,30,1,1,1,1,1,1,6,24
422,GV410,668300,GV410,GARCILAZO,MINORISTA,-16.4963629,-68.1443952,SUPERVISOR 3,REPONEDOR 20,15,1,1,1,1,1,1,6,24
423,GV411,44778,GV411,GARCILAZO,MAYORISTA,-16.4961141,-68.1452318,SUPERVISOR 3,REPONEDOR 20,25,1,1,1,1,1,1,6,24
424,GV412,180498,GV412,GARCILAZO,MAYORISTA,-16.4797,-68.1204603,SUPERVISOR 3,REPONEDOR 20,40,1,0,0,1,0,0,2,8
425,GV413,676553,GV413,GARCILAZO,MINORISTA,-16.4962063,-68.1450083,SUPERVISOR 3,REPONEDOR 20,20,1,0,0,1,0,0,2,8
426,GV414,690504,GV414,GARCILAZO,MAYORISTA,-16.4962058,-68.1450083,SUPERVISOR 3,REPONEDOR 20,15,1,0,0,1,0,0,2,8
427,GV415,116168,GV415,GARCILAZO,MINORISTA,-16.494295,-68.143444,SUPERVISOR 3,REPONEDOR 16,20,1,1,1,1,1,1,6,24
428,GV416,26881,GV416,GARCILAZO,MAYORISTA,-16.4961852,-68.1452628,SUPERVISOR 3,REPONEDOR 16,90,1,1,1,1,1,1,6,24
429,GV417,104750,GV417,GARCILAZO,MAYORISTA,-16.4942824,-68.1429816,SUPERVISOR 3,REPONEDOR 16,20,1,1,1,1,1,1,6,24
430,GV418,96895,GV418,GARCILAZO,MAYORISTA,-16.4933694,-68.1418372,SUPERVISOR 3,REPONEDOR 16,20,1,1,1,1,1,1,6,24
431,GV419,94856,GV419,GARCILAZO,MAYORISTA,-16.4943724,-68.14357,SUPERVISOR 3,REPONEDOR 16,20,1,1,1,1,1,1,6,24
432,GV420,104750,GV420,GARCILAZO,MAYORISTA,-16.4940966,-68.1427254,SUPERVISOR 3,REPONEDOR 16,30,1,1,1,1,1,1,6,24
433,GV421,108942,GV421,GARCILAZO,MAYORISTA,-16.4942802,-68.1433151,SUPERVISOR 3,REPONEDOR 16,30,1,1,1,1,1,1,6,24
434,GV422,109017,GV422,GARCILAZO,MAYORISTA,-16.4941914,-68.1429831,SUPERVISOR 3,REPONEDOR 16,15,0,1,0,1,0,1,3,12
435,GV423,109017,GV423,GARCILAZO,MAYORISTA,-16.4941914,-68.1429831,SUPERVISOR 3,REPONEDOR 16,20,1,1,1,1,1,1,6,24
436,GV424,AUTOVENTA,GV424,GARCILAZO,MINORISTA,-16.494374,-68.143608,SUPERVISOR 3,REPONEDOR 16,25,1,0,1,1,0,0,3,12
437,GV425,107734,GV425,GARCILAZO,MAYORISTA,-16.4963445,-68.1447023,SUPERVISOR 3,REPONEDOR 16,15,1,0,1,1,0,0,3,12
439,GV426,70430,GV426,TEJAR,DETALLISTA,-16.4961852,-68.1452208,SUPERVISOR 3,REPONEDOR 23,20,1,1,1,1,1,1,6,24
440,GV427,109344,GV427,TEJAR,MINORISTA,-16.4948565,-68.1540118,SUPERVISOR 3,REPONEDOR 23,20,1,1,1,1,1,1,6,24
441,GV428,42637,GV428,TEJAR,DETALLISTA,-16.4950711,-68.1528837,SUPERVISOR 3,REPONEDOR 23,25,1,1,1,1,1,1,6,24
442,GV429,47389,GV429,TEJAR,MINORISTA,-16.494703,-68.1543938,SUPERVISOR 3,REPONEDOR 23,10,1,1,1,1,1,1,6,24
443,GV430,90915,GV430,TEJAR,MINORISTA,-16.4953348,-68.154071,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
444,GV431,83207,GV431,TEJAR,MINORISTA,-16.4953468,-68.1530079,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
445,GV432,42887,GV432,TEJAR,MINORISTA,-16.4950344,-68.1546578,SUPERVISOR 3,REPONEDOR 23,20,1,1,1,1,1,1,6,24
446,GV433,14110,GV433,TEJAR,MAYORISTA,-16.4947344,-68.1543262,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
447,GV434,76191,GV434,TEJAR,MINORISTA,-16.4952988,-68.1540824,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
448,GV435,43378,GV435,TEJAR,MAYORISTA,-16.4949557,-68.1537953,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
449,GV436,45585,GV436,TEJAR,DETALLISTA,-16.4954679,-68.1536991,SUPERVISOR 3,REPONEDOR 23,20,1,1,1,1,1,1,6,24
450,GV437,33997,GV437,TEJAR,MAYORISTA,-16.4952919,-68.1529751,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
451,GV438,122663,GV438,TEJAR,MINORISTA,-16.4947725,-68.1542115,SUPERVISOR 3,REPONEDOR 23,20,1,1,1,1,1,1,6,24
452,GV439,108944,GV439,TEJAR,MINORISTA,-16.4954668,-68.1536991,SUPERVISOR 3,REPONEDOR 23,30,1,1,1,1,1,1,6,24
453,GV440,116469,GV440,TEJAR,MINORISTA,-16.4948899,-68.1535938,SUPERVISOR 3,REPONEDOR 23,10,1,0,0,0,0,0,1,4
454,GV441,55890,GV441,TEJAR,MINORISTA,-16.4942369,-68.1545843,SUPERVISOR 3,REPONEDOR 23,10,1,0,0,0,0,0,1,4
455,GV442,10369,GV442,TEJAR,DETALLISTA,-16.4947156,-68.1544008,SUPERVISOR 3,REPONEDOR 23,20,1,1,1,1,1,1,6,24
456,GV443,63261,GV443,TEJAR,MINORISTA,-16.4955305,-68.1533582,SUPERVISOR 3,REPONEDOR 23,20,0,1,0,1,0,0,2,8
457,GV444,74843,GV444,TEJAR,MINORISTA,-16.4953735,-68.1530551,SUPERVISOR 3,REPONEDOR 23,25,0,0,0,1,0,0,1,4
458,GV445,43159,GV445,TEJAR,MINORISTA,-16.494884,-68.15396,SUPERVISOR 3,REPONEDOR 23,15,0,0,0,1,0,0,1,4
459,GV446,53884,GV446,TEJAR,MAYORISTA,-16.494818,-68.1541501,SUPERVISOR 3,REPONEDOR 23,20,1,0,0,1,0,0,2,8
460,GV447,55066,GV447,TEJAR,MINORISTA,-16.4949108,-68.1538816,SUPERVISOR 3,REPONEDOR 23,30,0,0,1,0,1,0,2,8
461,GV448,58853,GV448,TEJAR,MINORISTA,-16.4955031,-68.1526295,SUPERVISOR 3,REPONEDOR 23,20,0,0,0,0,1,0,1,4
462,GV449,88056,GV449,TEJAR,MINORISTA,-16.495285,-68.1529796,SUPERVISOR 3,REPONEDOR 23,15,1,1,1,1,1,1,6,24
463,GV450,16308,GV450,TEJAR,MAYORISTA,-16.4950445,-68.1546865,SUPERVISOR 3,REPONEDOR 15,30,1,1,1,1,1,1,6,24
464,GV451,56391,GV451,TEJAR,MINORISTA,-16.4950146,-68.1547274,SUPERVISOR 3,REPONEDOR 15,20,1,1,1,1,1,1,6,24
465,GV452,118662,GV452,TEJAR,MAYORISTA,-16.4950212,-68.15469,SUPERVISOR 3,REPONEDOR 15,60,1,1,1,1,1,1,6,24
466,GV453,92822,GV453,TEJAR,MAYORISTA,-16.4951209,-68.1545142,SUPERVISOR 3,REPONEDOR 15,30,1,1,1,1,1,1,6,24
467,GV454,46847,GV454,TEJAR,MINORISTA,-16.4954609,-68.1533349,SUPERVISOR 3,REPONEDOR 15,25,1,1,1,1,1,1,6,24
468,GV455,82440,GV455,TEJAR,MINORISTA,-16.494833,-68.153592,SUPERVISOR 3,REPONEDOR 15,18,1,1,1,1,1,1,6,24
469,GV456,119924,GV456,TEJAR,MINORISTA,-16.494951,-68.15391,SUPERVISOR 3,REPONEDOR 15,15,1,1,1,1,1,1,6,24
470,GV457,128960,GV457,TEJAR,MAYORISTA,-16.4948635,-68.1540547,SUPERVISOR 3,REPONEDOR 15,20,1,1,1,1,1,1,6,24
471,GV458,113119,GV458,TEJAR,MINORISTA,-16.495044,-68.15481,SUPERVISOR 3,REPONEDOR 15,30,1,1,1,1,1,1,6,24
472,GV459,36862,GV459,TEJAR,MINORISTA,-16.495093,-68.15467,SUPERVISOR 3,REPONEDOR 15,20,1,1,1,1,1,1,6,24
473,GV460,77932,GV460,TEJAR,MINORISTA,-16.4949667,-68.1539983,SUPERVISOR 3,REPONEDOR 15,15,1,1,1,1,1,1,6,24
474,GV461,119447,GV461,TEJAR,MINORISTA,-16.49492642,-68.15376011,SUPERVISOR 3,REPONEDOR 15,25,1,1,1,1,1,1,6,24
475,GV462,110269,GV462,TEJAR,MAYORISTA,-16.494944,-68.153684,SUPERVISOR 3,REPONEDOR 15,15,1,1,1,1,1,1,6,24
476,GV463,103492,GV463,TEJAR,MINORISTA,-16.4945897,-68.1534599,SUPERVISOR 3,REPONEDOR 15,20,1,1,1,1,1,1,6,24
477,GV464,42763,GV464,TEJAR,MAYORISTA,-16.495532,-68.1527859,SUPERVISOR 3,REPONEDOR 15,20,1,0,1,0,1,0,3,12
478,GV465,15444,GV465,TEJAR,MAYORISTA,-16.4952672,-68.1542959,SUPERVISOR 3,REPONEDOR 15,30,1,0,1,0,1,0,3,12
479,GV466,126491,GV466,TEJAR,MINORISTA,-16.4888745,-68.1614353,SUPERVISOR 3,REPONEDOR 15,20,1,0,1,0,1,0,3,12
480,GV467,88286,GV467,TEJAR,MINORISTA,-16.4944451,-68.1546111,SUPERVISOR 3,REPONEDOR 15,30,1,0,1,0,1,0,3,12
481,GV468,119120,GV468,TEJAR,MINORISTA,-16.495171,-68.154433,SUPERVISOR 3,REPONEDOR 15,20,1,0,1,0,1,0,3,12
482,GV469,73266,GV469,TEJAR,MINORISTA,-16.495171,-68.154433,SUPERVISOR 3,REPONEDOR 15,25,1,0,1,0,1,0,3,12
483,GV470,72586,GV470,TEJAR,MAYORISTA,-16.4954548,-68.1524706,SUPERVISOR 3,REPONEDOR 15,15,1,0,1,0,1,0,3,12
484,GV471,129042,GV471,TEJAR,MINORISTA,-16.495225,-68.153659,SUPERVISOR 3,REPONEDOR 15,15,0,1,0,1,0,1,3,12
485,GV472,42894,GV472,TEJAR,MAYORISTA,-16.49507,-68.153724,SUPERVISOR 3,REPONEDOR 15,20,1,0,1,0,1,0,3,12
486,GV473,42863,GV473,TEJAR,MAYORISTA,-16.495315,-68.153827,SUPERVISOR 3,REPONEDOR 15,15,1,0,1,0,1,0,3,12
487,GV474,42895,GV474,TEJAR,MINORISTA,-16.495157,-68.153688,SUPERVISOR 3,REPONEDOR 15,25,1,1,1,1,1,1,6,24
